date,close
2024-03-22,19.4362
2024-03-25,19.3939
2024-03-26,19.3602
2024-03-27,19.6612
2024-03-28,19.7547
2024-04-01,19.5592
2024-04-02,19.4656
2024-04-03,19.1510
2024-04-04,19.2785
2024-04-05,19.6357
2024-04-08,19.7122
2024-04-09,19.9503
2024-04-10,19.3721
2024-04-11,19.4061
2024-04-12,19.1595
2024-04-15,18.8618
2024-04-16,18.8448
2024-04-17,18.7088
2024-04-18,18.7768
2024-04-19,18.9809
2024-04-22,19.3806
2024-04-23,19.2870
2024-04-24,19.1084
2024-04-25,19.0489
2024-04-26,19.0829
2024-04-29,19.0778
2024-04-30,19.0778
2024-05-01,19.0692
2024-05-02,19.2919
2024-05-03,19.4802
2024-05-06,19.6344
2024-05-07,19.3004
2024-05-08,19.5059
2024-05-09,19.4974
2024-05-10,19.5316
2024-05-13,19.6001
2024-05-14,19.4974
2024-05-15,19.6087
2024-05-16,19.6686
2024-05-17,19.6172
2024-05-21,19.6087
2024-05-22,19.6258
2024-05-23,19.3518
2024-05-24,19.3946
2024-05-27,19.4032
2024-05-28,19.1549
2024-05-29,18.9065
2024-05-30,19.1035
2024-05-31,19.2794
2024-06-03,19.4346
2024-06-04,19.3311
2024-06-05,19.6846
2024-06-06,19.6846
2024-06-07,19.3397
2024-06-10,19.2535
2024-06-11,19.0121
2024-06-12,19.0897
2024-06-13,19.0638
2024-06-14,18.9604
2024-06-17,18.8396
2024-06-18,18.8655
2024-06-19,18.7276
2024-06-20,18.7793
2024-06-21,18.5896
2024-06-24,19.0897
2024-06-25,18.8483
2024-06-26,18.5724
2024-06-27,18.9086
2024-06-28,19.0944
2024-07-02,19.2507
2024-07-03,19.3463
2024-07-04,19.3984
2024-07-05,19.2942
2024-07-08,19.6502
2024-07-09,19.4591
2024-07-10,19.6849
2024-07-11,20.2406
2024-07-12,20.3709
2024-07-15,20.5185
2024-07-16,20.6748
2024-07-17,20.6401
2024-07-18,20.5445
2024-07-19,20.5445
2024-07-22,20.9961
2024-07-23,21.0308
2024-07-24,20.9006
2024-07-25,21.0742
2024-07-26,21.1089
2024-07-29,20.9353
2024-07-30,21.1263
2024-07-31,20.9550
2024-08-01,20.8240
2024-08-02,20.7715
